[nan nan nan nan]
[       nan 0.95315151 1.25840124 0.63595139]
[        nan -0.91435608 -0.8323054  -0.91468256]
[       nan 0.32223679 0.58460076 0.08663775]
[       nan 0.3510786  0.51914586 0.18708367]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.64396405 -0.8323054  -0.44384229]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.29339497 0.54994816 0.06152626]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 0.96757242 1.2738024  0.64850713]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.31228317 -0.09305001 -0.46581483]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.28344135 -0.25476213 -0.28689553]
[        nan -0.8242254  -0.67829386 -0.88015427]
[       nan 0.81975811 1.11594057 0.51981079]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -1.15590629 -0.9978678  -1.20032565]
[       nan 0.82696857 1.08513826 0.55433908]
[        nan -0.56825428 -0.37027078 -0.68867923]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -0.44928179 -0.24321126 -0.58509437]
[       nan 1.70303873 1.86674682 1.44265772]
[       nan 0.98199333 1.28920355 0.66106287]
[       nan 0.34747337 0.51529557 0.18708367]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -1.72553215 -1.98739194 -1.38552282]
[       nan 0.79812675 0.90032441 0.65792394]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.6178654  0.89647413 0.34403043]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.57460268 0.85412095 0.3063632 ]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -1.00448675 -1.21733425 -0.7577358 ]
[        nan -0.71606859 -0.52428232 -0.81737557]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -0.28344135 -0.44727655 -0.12994878]
[       nan 1.76432759 1.35080817 1.96999881]
[        nan -0.28344135 -0.0622477  -0.44070335]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.59262881 0.86952211 0.32205788]
[        nan -1.00448675 -1.02481982 -0.91468256]
[        nan -0.64396405 -0.44727655 -0.75459686]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.64396405 -0.44727655 -0.75459686]
[        nan -0.91435608 -0.8323054  -0.91154362]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.73409473 -0.63979098 -0.75459686]
[       nan 1.82922167 2.19017105 1.39871262]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -1.00448675 -1.02481982 -0.91468256]
[       nan 2.24382278 2.25177567 2.07044474]
[       nan 1.42904148 1.67038211 1.1287642 ]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.64396405 -0.57818636 -0.65101201]
[        nan -0.59349087 -0.44727655 -0.66670668]
[        nan -1.06577561 -0.90161059 -1.12185227]
[        nan -0.55383338 -0.35101934 -0.67612349]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.01304933  0.13026672 -0.12994878]
[        nan -1.6786642  -1.60236309 -1.61780402]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.09461743 -1.02481982 -1.06849038]
[       nan 1.29564808 1.59337634 0.95612277]
[        nan -0.08875909  0.14566787 -0.27120086]
[       nan 0.80173198 1.09283884 0.50411612]
[        nan -0.91435608 -0.8323054  -0.91468256]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.72962744 1.01968336 0.44133741]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.18114288 -1.02481982 -1.2222982 ]
[        nan -0.55383338 -0.44727655 -0.59765011]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 1.52277738 1.6742324  1.28571096]
[        nan -0.91435608 -0.8323054  -0.91468256]
[       nan 1.55161919 1.89754913 1.15701462]
[       nan 0.7116013  0.9041747  0.50097718]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan  0.2573427  -0.0622477   0.49783825]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.89186265 1.09668913 0.65792394]
[       nan 0.55297131 0.83101922 0.28752959]
[        nan -0.44928179 -0.23936097 -0.58509437]
[       nan 3.77964948 4.26932683 3.10001546]
[       nan 0.80173198 0.9041747  0.65792394]
[        nan -0.82062018 -0.63979098 -0.90840469]
[        nan -0.31228317 -0.09305001 -0.46581483]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.5452708  -1.60236309 -1.38552282]
[       nan 0.87023129 1.16984461 0.56375588]
[        nan -0.8242254  -0.73604819 -0.83620918]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -0.57546474 -0.95551463 -0.22411683]
[       nan 0.81615288 1.06588682 0.55433908]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -1.1847481  -1.12107703 -1.15010269]
[       nan 0.49889291 0.77326489 0.24044557]
[       nan 1.15864945 1.47786769 0.81487069]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 1.28122717 1.6049272  0.92473342]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 3.29294384 1.59337634 4.43406288]
[       nan 0.45923541 0.72706143 0.20591728]
[       nan 0.2970002  0.55379845 0.0646652 ]
[       nan 0.95315151 1.25070067 0.63909033]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -0.4637027  -0.35101934 -0.52231567]
[        nan -1.27487878 -1.21733425 -1.22543713]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.09461743 -1.02481982 -1.07162931]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -1.5452708  -1.40984867 -1.53933064]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan  0.18884339  0.43443951 -0.02322498]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 2.10321892 2.48664327 1.63727169]
[        nan -0.28344135 -0.25476213 -0.2837566 ]
[        nan -1.76879488 -1.69862031 -1.6962774 ]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.55297131 0.83101922 0.28752959]
[        nan -0.71606859 -0.52428232 -0.81737557]
[        nan -0.60430655 -0.43957597 -0.69181816]
[        nan -0.84225154 -0.67829386 -0.91154362]
[        nan -0.91075085 -0.73604819 -0.98687806]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.06938084 -0.90161059 -1.12499121]
[        nan -0.79538359 -0.60898867 -0.88643214]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan -1.14148538 -0.98246665 -1.18776991]
[        nan -1.3181415  -1.21733425 -1.30391051]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.17081725 0.32663143 0.03013691]
[       nan 1.52277738 1.48171797 1.44265772]
[        nan  0.10592316  0.35358345 -0.10169836]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 1.41462057 1.72043586 1.05970763]
[       nan 0.7116013  0.80791749 0.57945056]
[       nan 0.88104697 1.18139547 0.57317269]
[       nan 0.82696857 1.08513826 0.55433908]
[        nan -0.57546474 -0.95551463 -0.22411683]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -1.36500945 -1.21733425 -1.38238389]
[        nan -1.09461743 -1.02481982 -1.06849038]
[        nan -1.59574398 -1.46375271 -1.58327574]
[        nan -0.86027767 -0.70139559 -0.9272383 ]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[        nan -1.28929969 -1.14032848 -1.31646625]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan  0.08068658  0.32663143 -0.12367091]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.33305247 0.59615162 0.09605455]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.61737534 -1.52535732 -1.57071999]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.26094793 0.42288864 0.10861029]
[       nan 0.52773472 0.80021691 0.26555705]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.29339497 0.51529557 0.09291562]
[        nan -0.31228317 -0.09305001 -0.46581483]
[        nan -1.11264356 -0.96321521 -1.15324162]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.09461743 -1.02481982 -1.06849038]
[        nan -1.5452708  -1.40984867 -1.53933064]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -1.63540148 -1.60236309 -1.54246958]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.55657654 0.81561807 0.3063632 ]
[        nan -1.81566283 -1.79487752 -1.69941633]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.37357203 -0.15850492 -0.51917673]
[       nan 0.89186265 0.9041747  0.81487069]
[        nan -0.8242254  -0.63979098 -0.91154362]
[        nan -1.5452708  -1.40984867 -1.53933064]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 1.88330008 1.86674682 1.75655123]
[        nan -0.37357203 -0.25476213 -0.44384229]
[       nan 1.67419691 2.02460865 1.26373841]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.50696543 -0.30481588 -0.63531733]
[       nan 0.52773472 0.70780999 0.34403043]
[        nan -0.91435608 -0.8323054  -0.91468256]
[        nan -1.68947988 -1.60236309 -1.6334987 ]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 1.34251603 1.48171797 1.1287642 ]
[       nan 2.12485029 2.509745   1.6561053 ]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -1.5452708  -1.40984867 -1.53933064]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -1.58853353 -1.50610588 -1.53933064]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -0.64396405 -0.63979098 -0.60078904]
[       nan 0.22489566 0.48064297 0.0018865 ]
[        nan -0.54662292 -0.36642049 -0.65415094]
[        nan -1.81566283 -1.69862031 -1.77475078]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.52773472 0.51529557 0.50097718]
[       nan 0.53855041 0.77326489 0.3063632 ]
[       nan 1.67419691 2.02460865 1.26373841]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.55297131 0.82716893 0.28752959]
[        nan -1.68947988 -1.60236309 -1.6334987 ]
[        nan -1.99592418 -1.98739194 -1.85322416]
[       nan 1.10817627 1.42396365 0.7709256 ]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.52773472 0.8040672  0.26555705]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[        nan  0.05184476  0.29582912 -0.14878239]
[        nan  0.10231794  0.34973316 -0.1048373 ]
[        nan -0.44928179 -0.23936097 -0.58509437]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.82336334 1.11979086 0.52294973]
[       nan 0.47726155 0.74631288 0.22475089]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -1.72553215 -1.98739194 -1.38552282]
[       nan 0.87383652 1.1736949  0.56689482]
[       nan 0.37270996 0.63465451 0.13058284]
[       nan 0.53855041 0.77326489 0.3063632 ]
[        nan -0.89632994 -0.71679675 -0.97432232]
[       nan 0.57099745 0.85027066 0.30322427]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 1.45788329 1.79744163 1.07540231]
[        nan -1.09461743 -1.02481982 -1.07162931]
[        nan -1.1847481  -1.12107703 -1.15010269]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -1.77961056 -1.71787175 -1.6962774 ]
[        nan -0.78456791 -0.5974378  -0.87701533]
[        nan -0.86748813 -0.73604819 -0.91154362]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan  0.0842918   0.33048172 -0.12053197]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan  0.10592316  0.35358345 -0.10169836]
[       nan 2.33395345 2.63680452 1.91349798]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.79538359 -0.60898867 -0.88643214]
[        nan -0.08875909  0.14566787 -0.27120086]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 1.70303873 1.48171797 1.75655123]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.81340972 -0.65904242 -0.87701533]
[       nan 0.72962744 1.01968336 0.44133741]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 1.70303873 1.48171797 1.75655123]
[        nan -1.58853353 -1.50610588 -1.53933064]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 0.30060542 0.55764874 0.06780414]
[        nan -1.00448675 -1.02481982 -0.91468256]
[       nan 0.63228631 0.91187528 0.35658617]
[        nan -0.51778111 -0.3317679  -0.62903946]
[       nan 3.29294384 1.59337634 4.43406288]
[        nan -0.28344135 -0.44727655 -0.12994878]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 1.16225468 1.09668913 1.1287642 ]
[        nan -0.50696543 -0.36257021 -0.58509437]
[        nan -0.05270682  0.18417076 -0.23981151]
[        nan -1.94184577 -1.8333804  -1.88461351]
[        nan -0.56825428 -0.37027078 -0.68867923]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 1.34251603 1.48171797 1.1287642 ]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.37357203 -0.25476213 -0.44384229]
[        nan -1.72553215 -1.60236309 -1.6962774 ]
[        nan -1.40106172 -1.29434002 -1.38238389]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.5970961  -0.40107309 -0.71379071]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.52773472 0.8040672  0.26555705]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 1.76432759 1.35080817 1.96999881]
[       nan 1.24156967 1.56642432 0.8870662 ]
[        nan -0.55383338 -0.44727655 -0.60078904]
[       nan 0.36189428 0.61925336 0.1274439 ]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -1.48398194 -1.34824405 -1.48596875]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.28344135 -0.44727655 -0.12994878]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 1.25238535 1.57797519 0.89648301]
[        nan -0.91435608 -0.8323054  -0.91154362]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.88911949 -0.75144934 -0.9366551 ]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.4448145  0.71166028 0.19336154]
[       nan 0.53855041 0.77326489 0.3063632 ]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 1.70303873 1.48171797 1.75655123]
[        nan -1.07659129 -0.91316146 -1.13126908]
[        nan -0.75212086 -0.80535338 -0.65415094]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.44567657 -0.25476213 -0.56626076]
[        nan  0.18163293  0.42673893 -0.02950285]
[        nan -0.55383338 -0.44727655 -0.60078904]
[        nan -0.29786226 -0.08149915 -0.45325909]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[        nan -0.37357203 -0.44727655 -0.28689553]
[       nan 1.88330008 1.86674682 1.75655123]
[        nan  0.2573427  -0.0622477   0.49783825]
[        nan -1.11264356 -0.94781405 -1.16265843]
[        nan -1.00448675 -1.21733425 -0.7577358 ]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 1.70303873 1.86674682 1.44265772]
[       nan 0.89186265 1.1736949  0.59514523]
[       nan 0.81615288 1.08513826 0.53550547]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.9783881  1.28535326 0.65792394]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.78010061 1.05433595 0.50097718]
[       nan 1.37135784 1.70118442 1.00006786]
[        nan -0.64396405 -0.52428232 -0.69181816]
[        nan -0.8242254  -0.67829386 -0.88015427]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.91349401 1.21604807 0.6014231 ]
[       nan 0.62147063 0.32663143 0.81487069]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan  0.79812675 -0.44727655  1.75655123]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 0.98199333 0.71166028 1.1287642 ]
[        nan -1.09461743 -1.02481982 -1.07162931]
[       nan 0.80173198 0.71166028 0.81487069]
[        nan -0.64396405 -0.8323054  -0.44384229]
[        nan -0.91435608 -0.8323054  -0.91468256]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -0.88911949 -0.75144934 -0.9366551 ]
[        nan  0.0842918   0.33048172 -0.12053197]
[        nan -0.38078248 -0.23936097 -0.46581483]
[        nan -0.41683475 -0.20855867 -0.55684395]
[       nan 0.55297131 0.82716893 0.28752959]
[       nan 1.34251603 1.48171797 1.1287642 ]
[        nan -0.80259404 -0.62438982 -0.88643214]
[       nan 0.26094793 0.32663143 0.18708367]
[      nan 1.072124  0.9041747 1.1287642]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 1.47590943 1.78589076 1.11306953]
[        nan -1.15590629 -0.9978678  -1.20032565]
[        nan -0.28344135 -0.44727655 -0.12994878]
[       nan 1.52277738 1.48171797 1.44265772]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 1.00722992 1.31230528 0.68303542]
[        nan -1.9057935  -1.79487752 -1.85322416]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.10318    -0.0622477  -0.12994878]
[        nan -1.10182788 -0.94011348 -1.15324162]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -0.75212086 -0.60128809 -0.81737557]
[        nan -0.8242254  -0.63979098 -0.91154362]
[        nan -0.88911949 -0.75144934 -0.9366551 ]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -1.00448675 -1.02481982 -0.91468256]
[        nan -0.64396405 -0.44727655 -0.75459686]
[        nan -0.64396405 -0.44727655 -0.75459686]
[        nan -0.65117451 -0.47807886 -0.74204112]
[       nan 0.63589153 0.91957586 0.3597251 ]
[        nan -2.2663162  -2.17990637 -2.16711767]
[       nan 0.55297131 0.82716893 0.28752959]
[       nan 0.98199333 1.09668913 0.81487069]
[        nan -0.60791178 -0.46652799 -0.67612349]
[        nan -0.56104383 -0.40107309 -0.65101201]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 2.42408413 2.63680452 2.07044474]
[        nan -0.55383338 -0.44727655 -0.60078904]
[       nan 0.61065495 0.88877355 0.33775256]
[        nan -1.17753765 -1.01711925 -1.21915926]
[        nan -1.00448675 -1.21733425 -0.7577358 ]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -1.10182788 -0.94011348 -1.15324162]
[        nan -0.91435608 -1.02481982 -0.7577358 ]
[       nan 1.76432759 1.35080817 1.96999881]
[        nan -0.45649225 -0.28556444 -0.55998289]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.68947988 -1.60236309 -1.6334987 ]
[       nan 1.88330008 1.86674682 1.75655123]
[       nan 0.84138947 1.1390423  0.5386444 ]
[        nan -2.0391869  -1.98739194 -1.93169753]
[        nan -1.11624879 -0.95551463 -1.16579736]
[       nan 0.47365632 0.71936086 0.24044557]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 1.1658599  1.48171797 0.82114856]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan -1.09461743 -0.92856261 -1.14696375]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.34747337 0.6038522  0.11174923]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 0.74044312 1.00043191 0.4758657 ]
[        nan -1.42629831 -1.32899261 -1.39807856]
[        nan  0.2573427  -0.0622477   0.49783825]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 1.35693694 1.68578326 0.98751212]
[        nan -1.40827218 -1.31359146 -1.38238389]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -1.0910122  -0.92856261 -1.14382482]
[        nan -0.8242254  -0.67829386 -0.88015427]
[        nan  0.0842918   0.33048172 -0.12053197]
[       nan 0.36549951 0.62695393 0.1274439 ]
[        nan -0.64396405 -0.52428232 -0.69181816]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.10318    -0.0622477  -0.12994878]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.64396405 -0.8323054  -0.44384229]
[       nan 0.91349401 1.21219778 0.60456204]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.26094793 0.32663143 0.18708367]
[        nan -0.01304933  0.13026672 -0.12994878]
[        nan -0.37357203 -0.25476213 -0.44070335]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[        nan -0.49614974 -0.29326501 -0.62590053]
[       nan 0.84138947 1.13519201 0.5386444 ]
[        nan  0.08068658  0.32663143 -0.12367091]
[        nan -0.75212086 -0.80535338 -0.65415094]
[       nan 0.2573427  0.49989441 0.04269265]
[       nan 0.17081725 0.32663143 0.03013691]
[       nan 0.26094793 0.32663143 0.18708367]
[       nan 0.81615288 1.06588682 0.55433908]
[        nan -0.30146749 -0.08534944 -0.45639803]
[        nan -0.69443723 -0.51273146 -0.79226409]
[        nan -1.58853353 -1.50610588 -1.53933064]
[        nan -0.44928179 -0.23936097 -0.58509437]
[       nan 1.88330008 1.86674682 1.75655123]
[        nan -2.2663162  -2.37242079 -2.01330985]
[        nan -0.64396405 -0.8323054  -0.44384229]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -0.28344135 -0.44727655 -0.12994878]
[       nan 2.06356143 2.25177567 1.75655123]
[        nan -0.60430655 -0.40877367 -0.72006858]
[        nan -1.38303559 -1.25583713 -1.38238389]
[        nan -0.10318    -0.0622477  -0.12994878]
[        nan -1.40466695 -1.25968742 -1.41691217]
[       nan 0.47726155 0.75016316 0.22161196]
[       nan 1.14422854 1.46246653 0.80231495]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.73409473 -0.63979098 -0.7577358 ]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 1.76432759 1.35080817 1.96999881]
[        nan -1.09822265 -0.93626319 -1.15010269]
[       nan 0.26094793 0.42288864 0.10861029]
[        nan -0.56104383 -0.92086203 -0.22411683]
[        nan -1.45514013 -1.40984867 -1.38552282]
[        nan -0.8242254  -0.73604819 -0.83620918]
[       nan -0.8242254 -0.8323054 -0.7577358]
[       nan 0.62147063 0.71166028 0.50097718]
[        nan -0.88911949 -0.75144934 -0.9366551 ]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.32670408 -0.10845117 -0.47837057]
[       nan 0.65391767 0.93497701 0.37541978]
[       nan 0.54215563 0.21882335 0.76464773]
[       nan 0.44120928 0.32663143 0.50097718]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan 0.6178654  0.90032441 0.34403043]
[        nan -0.75212086 -0.80535338 -0.65415094]
[        nan -1.72553215 -1.60236309 -1.6962774 ]
[        nan -1.1847481  -1.21733425 -1.07162931]
[        nan -0.56104383 -0.92086203 -0.22411683]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.44120928 0.32663143 0.50097718]
[        nan -1.1847481  -1.02481982 -1.22543713]
[       nan 0.58902358 0.86567182 0.31891894]
[        nan -0.57546474 -0.95551463 -0.22411683]
[        nan -0.32309885 -0.10460088 -0.47523164]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan -0.60430655 -0.40492338 -0.72006858]
[        nan -0.4637027  -0.44727655 -0.44384229]
[        nan  0.79812675 -0.44727655  1.75655123]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -0.86027767 -0.70139559 -0.9272383 ]
[        nan  0.2573427  -0.0622477   0.49783825]
[        nan -1.08019652 -0.91701175 -1.13440801]
[        nan -0.86027767 -0.6975453  -0.9272383 ]
[       nan 0.89186265 0.9041747  0.81487069]
[        nan -1.27487878 -1.79487752 -0.7577358 ]
[       nan 0.94954628 1.25070067 0.63281246]
[        nan -1.02611811 -0.86310771 -1.08104612]
[        nan -1.37943036 -1.23658569 -1.39493963]
[       nan 0.98199333 1.09668913 0.81487069]
[       nan 0.46644587 0.70010941 0.24044557]
[        nan -0.64396405 -0.54353376 -0.67612349]
[       nan 0.62147063 0.32663143 0.81487069]
[       nan 0.53855041 0.77326489 0.3063632 ]
[       nan 0.44841973 0.71936086 0.19650047]
[        nan -0.25820476 -0.03914597 -0.41873081]
[        nan -0.4637027  -0.44727655 -0.44384229]
[       nan 1.16225468 1.09668913 1.1287642 ]
[        nan -1.06217038 -0.89391001 -1.11871334]
[       nan 2.17532346 2.56364903 1.70005039]
[       nan 0.80173198 0.71166028 0.81487069]
[       nan 0.62147063 0.71166028 0.50097718]
[       nan -0.8242254 -0.8323054 -0.7577358]
[        nan -1.1847481  -1.21733425 -1.07162931]
[       nan 1.90493144 2.27102711 1.46463026]
[       nan 0.54215563 0.21882335 0.76464773]
[        nan -0.88911949 -0.75144934 -0.9366551 ]
[        nan -0.73409473 -0.63979098 -0.75459686]
[       nan 2.06356143 2.25177567 1.75655123]
[        nan -1.27487878 -1.21733425 -1.22543713]
[        nan -0.91435608 -0.8323054  -0.91468256]
[       nan -0.8242254 -0.8323054 -0.7577358]
